Macro Região;UF;Região;Município;Código Município;Qtd. Empregos Hospedagem;Qtd. Estabelecimentos Hospedagem;Demanda Internacional;Demanda Doméstica;Cluster 2017 (Categoria)
Nordeste;PE;CHAPADA DO ARARIPE;Exu;2605301;0;3;0;24.994;D
Nordeste;PE;Teares, Bordados e Raizes Musicais;Feira Nova;2605400;0;1;0;4.846;D
Nordeste;PE;HISTÓRIA E MAR;Fernando de Noronha;2605459;449;64;9.154;125.670;B
Nordeste;PE;CANGAÇO E LAMPIÃO;Flores;2605608;0;0;76;8.345;D
Nordeste;PE;ILHAS E LAGOS DO SÃO FRANCISCO;Floresta;2605707;4;1;0;14.834;D
Nordeste;PE;FÉ E ARTE;Garanhuns;2606002;165;19;416;247.991;B
Nordeste;PE;COSTA NÁUTICA COROA DO AVIÃO;Goiana;2606200;101;8;419;130.850;C
Nordeste;PE;CHAPADA DO ARARIPE;Granito;2606309;0;0;0;0;E
Nordeste;PE;SERRAS E ARTES DE PERNAMBUCO;Gravatá;2606408;371;18;413;211.852;B
Nordeste;PE;COSTA NÁUTICA COROA DO AVIÃO;Igarassu;2606804;33;4;96;25.667;D
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Iguaraci;2606903;0;0;0;1.873;D
Nordeste;PE;COSTA NÁUTICA COROA DO AVIÃO;Ilha de Itamaracá;2607604;71;7;180;158.368;C
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Ingazeira;2607109;0;0;0;0;E
Nordeste;PE;HISTÓRIA E MAR;Ipojuca;2607208;4.002;145;67.023;515.092;A
Nordeste;PE;ILHAS E LAGOS DO SÃO FRANCISCO;Itacuruba;2607406;0;0;135;0;D
Nordeste;PE;ENGENHOS E MARACATUS;Itambé;2607653;0;0;0;3.756;D
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Itapetim;2607703;0;0;0;3.499;D
Nordeste;PE;COSTA NÁUTICA COROA DO AVIÃO;Itapissuma;2607752;0;1;0;0;D
Nordeste;PE;HISTÓRIA E MAR;Jaboatão dos Guararapes;2607901;310;16;144;75.315;C
Nordeste;PE;ILHAS E LAGOS DO SÃO FRANCISCO;Jatobá;2608057;0;1;0;0;D
Nordeste;PE;ENGENHOS E MARACATUS;Lagoa do Carro;2608453;3;2;0;15.408;D
Nordeste;PE;ENCANTOS DO AGRESTE;Lagoa dos Gatos;2608701;0;0;68;48.799;D
Nordeste;PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Lagoa Grande;2608750;6;3;0;0;D
Nordeste;PE;FÉ E ARTE;Lajedo;2608800;0;0;0;10.601;D
Nordeste;PE;Teares, Bordados e Raizes Musicais;Limoeiro;2608909;35;4;680;13.004;D
Nordeste;PE;SERRAS E ARTES DE PERNAMBUCO;Moreno;2609402;24;1;0;9.692;D
Nordeste;PE;ENGENHOS E MARACATUS;Nazaré da Mata;2609501;3;2;71;19.659;D
Nordeste;PE;HISTÓRIA E MAR;Olinda;2609600;384;17;8.325;173.519;B
Nordeste;PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Orocó;2609808;0;0;0;3.499;D
Nordeste;PE;CHAPADA DO ARARIPE;Ouricuri;2609907;26;11;0;60.226;C
Nordeste;PE;ÁGUAS DA MATA SUL;Palmares;2610004;8;3;43;18.559;D
Nordeste;PE;FÉ E ARTE;Palmeirina;2610103;0;0;0;11.328;D
Nordeste;PE;ENCANTOS DO AGRESTE;Panelas;2610202;0;0;0;8.122;D
Nordeste;PE;FÉ E ARTE;Paranatama;2610301;0;0;0;0;E
Nordeste;PE;Da Sanfona, do Aboio e do Couro;Parnamirim;2610400;0;0;0;3.499;D
Nordeste;PE;COSTA NÁUTICA COROA DO AVIÃO;Paulista;2610707;215;4;145;52.190;D
Nordeste;PE;FÉ E ARTE;Pedra;2610806;0;0;0;43.953;D
Nordeste;PE;FÉ E ARTE;Pesqueira;2610905;54;7;132;38.929;C
Nordeste;PE;ILHAS E LAGOS DO SÃO FRANCISCO;Petrolândia;2611002;15;2;0;12.583;D
Nordeste;PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Petrolina;2611101;320;25;3.800;168.301;B
Nordeste;PE;SERRAS E ARTES DE PERNAMBUCO;Pombos;2611309;0;0;407;5.203;D
Nordeste;PE;ÁGUAS DA MATA SUL;Quipapá;2611507;0;0;0;1.906;D
Nordeste;PE;HISTÓRIA E MAR;Recife;2611606;2.914;103;100.694;3.715.522;A
Nordeste;PE;MODA E ECOTURISMO;Riacho das Almas;2611705;0;1;0;14.505;D
Nordeste;PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;Rio Formoso;2611903;19;2;0;903;D
Nordeste;PE;SERRAS E ARTES DE PERNAMBUCO;Sairé;2612000;41;1;0;756;D
Nordeste;PE;Da Sanfona, do Aboio e do Couro;Salgueiro;2612208;88;15;178;130.158;C
Nordeste;PE;FÉ E ARTE;Sanharó;2612406;0;0;0;4.846;D
Nordeste;PE;CANGAÇO E LAMPIÃO;Santa Cruz da Baixa Verde;2612471;0;0;0;0;E
Nordeste;PE;MODA E ECOTURISMO;Santa Cruz do Capibaribe;2612505;16;4;0;148.988;D
Nordeste;PE;ÁGUAS E VINHOS DO VALE DO SÃO FRANCISCO;Santa Maria da Boa Vista;2612604;5;4;0;0;D
Nordeste;PE;ÁGUAS DA MATA SUL;São Benedito do Sul;2612901;10;1;0;1.844;D
Nordeste;PE;FÉ E ARTE;São Bento do Una;2613008;6;1;0;0;D
Nordeste;PE;ENCANTOS DO AGRESTE;São Joaquim do Monte;2613305;3;1;0;2.733;D
Nordeste;PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;São José da Coroa Grande;2613404;11;4;223;219.748;C
Nordeste;PE;CANGAÇO E LAMPIÃO;São José do Belmonte;2613503;8;1;0;15.729;D
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;São José do Egito;2613602;0;1;0;14.035;D
Nordeste;PE;ENGENHOS E MARACATUS;São Lourenço da Mata;2613701;14;1;0;14.505;D
Nordeste;PE;CANGAÇO E LAMPIÃO;Serra Talhada;2613909;118;13;230;89.966;C
Nordeste;PE;Da Sanfona, do Aboio e do Couro;Serrita;2614006;0;1;0;3.499;D
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Sertânia;2614105;3;3;0;35.790;D
Nordeste;PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;Sirinhaém;2614204;2;2;0;5.816;D
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Solidão;2614402;4;1;0;0;D
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Tabira;2614600;8;2;0;2.733;D
Nordeste;PE;ILHAS E LAGOS DO SÃO FRANCISCO;Tacaratu;2614808;0;0;0;5.305;D
Nordeste;PE;HISTÓRICA, DOS ARRECIFES E MANGUEZAIS;Tamandaré;2614857;249;18;2.860;395.296;B
Nordeste;PE;MODA E ECOTURISMO;Taquaritinga do Norte;2615003;2;3;0;903;D
Nordeste;PE;ENGENHOS E MARACATUS;Timbaúba;2615300;18;3;88;36.890;D
Nordeste;PE;MODA E ECOTURISMO;Toritama;2615409;13;2;0;98.169;D
Nordeste;PE;ENGENHOS E MARACATUS;Tracunhaém;2615508;0;0;0;4.846;D
Nordeste;PE;CANGAÇO E LAMPIÃO;Triunfo;2615706;32;7;0;12.098;C
Nordeste;PE;TERRITÓRIO DA POESIA E DA CANTORIA;Tuparetama;2615904;1;1;0;1.953;D
Nordeste;PE;Da Sanfona, do Aboio e do Couro;Verdejante;2616100;0;0;0;0;E
Nordeste;PE;ENGENHOS E MARACATUS;Vicência;2616308;0;0;0;14.505;D
Nordeste;PE;SERRAS E ARTES DE PERNAMBUCO;Vitória de Santo Antão;2616407;37;1;62;69.830;D
Nordeste;PI;Polo Histórico Cultural;Acauã;2200053;0;0;0;0;E
Nordeste;PI;Polo Teresina;Altos;2200400;7;0;0;11.827;D
Nordeste;PI;Polo das Nascentes;Alvorada do Gurguéia;2200459;0;0;0;0;E
Nordeste;PI;Polo Histórico Cultural;Amarante;2200509;0;0;0;16.273;D
Nordeste;PI;Polo das Origens;Avelino Lopes;2201101;0;1;0;0;D
Nordeste;PI;Polo Histórico Cultural;Barra d'Alcântara;2201176;0;0;0;0;E
Nordeste;PI;Polo das Águas;Barras;2201200;2;3;0;60.711;D
Nordeste;PI;Polo das Águas;Batalha;2201507;1;2;0;17.947;D
Nordeste;PI;Polo Histórico Cultural;Belém do Piauí;2201572;0;0;0;0;E
Nordeste;PI;Polo Teresina;Beneditinos;2201606;0;0;0;983;D
Nordeste;PI;Polo das Nascentes;Bom Jesus;2201903;36;5;0;42.735;D
Nordeste;PI;Polo Costa do Delta;Bom Princípio do Piauí;2201919;0;0;0;0;E
Nordeste;PI;Polo das Origens;Brejo do Piauí;2201988;0;0;0;0;E
Nordeste;PI;Polo Costa do Delta;Buriti dos Lopes;2202000;0;0;0;5.158;D
Nordeste;PI;Polo Aventura e Mistério;Buriti dos Montes;2202026;0;0;0;0;E
Nordeste;PI;Polo das Águas;Cabeceiras do Piauí;2202059;0;0;0;0;E
Nordeste;PI;Polo Costa do Delta;Cajueiro da Praia;2202083;74;12;755;3.656;C
Nordeste;PI;Polo Teresina;Campo Maior;2202208;16;4;129;106.829;D
Nordeste;PI;Polo Aventura e Mistério;Castelo do Piauí;2202604;0;3;0;19.577;D
Nordeste;PI;Polo das Águas;Caxingó;2202653;0;0;0;0;E
Nordeste;PI;Polo Histórico Cultural;Colônia do Piauí;2202778;0;0;0;6.699;D
Nordeste;PI;Polo das Origens;Coronel José Dias;2202851;0;0;0;0;E
Nordeste;PI;Polo das Nascentes;Corrente;2202901;12;5;0;54.742;D
Nordeste;PI;Polo das Nascentes;Cristino Castro;2203107;23;6;0;4.081;D
Nordeste;PI;Polo Aventura e Mistério;Domingos Mourão;2203420;0;0;0;14.997;D
Nordeste;PI;Polo das Águas;Esperantina;2203701;0;2;0;21.069;D
Nordeste;PI;Polo das Origens;Fartura do Piauí;2203750;0;0;0;0;E
Nordeste;PI;Polo Histórico Cultural;Floriano;2203909;101;10;310;154.364;C
Nordeste;PI;Polo Histórico Cultural;Francinópolis;2204006;0;0;0;676;D
Nordeste;PI;Polo das Nascentes;Gilbués;2204402;14;1;0;51.761;D
Nordeste;PI;Polo Histórico Cultural;Guadalupe;2204501;2;2;0;492;D
Nordeste;PI;Polo das Nascentes;Guaribas;2204550;0;0;0;0;E
Nordeste;PI;Polo Costa do Delta;Ilha Grande;2204659;0;0;6.092;0;D
Nordeste;PI;Polo Histórico Cultural;Ipiranga do Piauí;2204808;0;0;0;1.475;D
Nordeste;PI;Polo Histórico Cultural;Itainópolis;2205003;0;0;0;0;E
Nordeste;PI;Polo Histórico Cultural;Jacobina do Piauí;2205151;0;0;0;0;E
Nordeste;PI;Polo das Origens;João Costa;2205359;0;0;0;0;E
Nordeste;PI;Polo Teresina;José de Freitas;2205508;0;0;0;10.733;D
Nordeste;PI;Polo Aventura e Mistério;Juazeiro do Piauí;2205516;0;0;0;4.341;D
Nordeste;PI;Polo das Nascentes;Júlio Borges;2205524;0;0;0;0;E
Nordeste;PI;Polo das Origens;Lagoa do Barro do Piauí;2205565;0;0;0;0;E
Nordeste;PI;Polo Histórico Cultural;Lagoa do Piauí;2205581;0;0;0;0;E
Nordeste;PI;Polo Histórico Cultural;Lagoa do Sítio;2205599;0;0;0;0;E
Nordeste;PI;Polo Costa do Delta;Luís Correia;2205706;52;19;588;136.173;C
Nordeste;PI;Polo das Águas;Madeiro;2205854;0;0;0;0;E
Nordeste;PI;Polo Teresina;Miguel Alves;2206209;5;3;0;4.818;D
Nordeste;PI;Polo Teresina;Miguel Leão;2206308;0;0;0;1.490;D
Nordeste;PI;Polo Aventura e Mistério;Milton Brandão;2206357;0;0;0;0;E
Nordeste;PI;Polo Teresina;Monsenhor Gil;2206407;0;0;0;2.151;D
Nordeste;PI;Polo das Nascentes;Morro Cabeça no Tempo;2206654;0;0;0;0;E
Nordeste;PI;Polo das Águas;Morro do Chapéu do Piauí;2206670;0;0;0;0;E
Nordeste;PI;Polo Teresina;Novo Santo Antônio;2206951;0;0;0;0;E
Nordeste;PI;Polo Histórico Cultural;Oeiras;2207009;20;6;0;20.990;D
Nordeste;PI;Polo das Origens;Pajeú do Piauí;2207355;0;0;0;0;E
Nordeste;PI;Polo das Nascentes;Parnaguá;2207603;0;0;0;0;E
Nordeste;PI;Polo Costa do Delta;Parnaíba;2207702;212;36;2.520;457.364;B
Nordeste;PI;Polo Teresina;Passagem Franca do Piauí;2207751;0;0;0;0;E
Nordeste;PI;Polo Teresina;Pau d'Arco do Piauí;2207793;0;0;0;0;E
Nordeste;PI;Polo Aventura e Mistério;Pedro II;2207900;6;7;0;19.929;C
Nordeste;PI;Polo Histórico Cultural;Picos;2208007;125;11;184;77.422;C
Nordeste;PI;Polo Aventura e Mistério;Pimenteiras;2208106;0;1;0;5.158;D
Nordeste;PI;Polo Histórico Cultural;Pio IX;2208205;0;1;0;44.569;D
Nordeste;PI;Polo Aventura e Mistério;Piracuruca;2208304;4;2;0;32.687;D
Nordeste;PI;Polo Aventura e Mistério;Piripiri;2208403;14;6;126;89.985;C
Nordeste;PI;Polo das Nascentes;Redenção do Gurguéia;2208700;0;1;0;0;D
Nordeste;PI;Polo Histórico Cultural;Regeneração;2208809;5;1;0;4.052;D
Nordeste;PI;Polo Teresina;Santa Cruz dos Milagres;2209153;0;1;0;15.706;D
Nordeste;PI;Polo Aventura e Mistério;São João da Fronteira;2209872;0;1;0;14.505;D
Nordeste;PI;Polo das Origens;São João da Varjota;2209955;0;0;0;0;E
Nordeste;PI;Polo das Origens;São João do Piauí;2210003;12;5;92;2.980;D
Nordeste;PI;Polo Aventura e Mistério;São José do Divino;2210052;0;0;0;0;E
Nordeste;PI;Polo das Origens;São Raimundo Nonato;2210607;38;7;0;43.251;C
Nordeste;PI;Polo Histórico Cultural;Sebastião Leal;2210631;0;0;0;0;E
Nordeste;PI;Polo das Origens;Socorro do Piauí;2210904;0;0;0;0;E
Nordeste;PI;Polo Teresina;Teresina;2211001;960;53;8.403;1.763.164;A
Nordeste;PI;Polo Teresina;União;2211100;12;1;0;30.943;D
Nordeste;PI;Polo Histórico Cultural;Valença do Piauí;2211308;4;1;0;14.345;D
Nordeste;RN;Polo Seridó;Acari;2400109;6;2;0;2.090;D
Nordeste;RN;Polo Costa Branca;Açu;2400208;34;10;181;4.430;C
Nordeste;RN;Polo Costa Branca;Afonso Bezerra;2400307;0;0;0;5.688;D
Nordeste;RN;Polo Serrano;Alexandria;2400505;0;0;0;1.844;D
Nordeste;RN;Polo Serrano;Apodi;2401008;11;2;0;66.870;D
Nordeste;RN;Polo Costa Branca;Areia Branca;2401107;31;6;391;53.377;C
Nordeste;RN;Polo Costa das Dunas;Baía Formosa;2401404;50;10;233;74.326;C
Nordeste;RN;Polo Costa Branca;Baraúna;2401453;9;0;0;29.010;D
Nordeste;RN;Polo Seridó;Caicó;2402006;36;12;0;162.441;C
Nordeste;RN;Polo Agreste/Trairi;Campo Redondo;2402105;0;0;0;0;E
Nordeste;RN;Polo Costa das Dunas;Canguaretama;2402204;48;10;1.617;34.083;C
Nordeste;RN;Polo Serrano;Caraúbas;2402303;15;0;0;47.316;D
Nordeste;RN;Polo Seridó;Carnaúba dos Dantas;2402402;0;0;0;0;E
Nordeste;RN;Polo Costa Branca;Carnaubais;2402501;0;2;0;6.127;D
Nordeste;RN;Polo Costa das Dunas;Ceará-Mirim;2402600;3;6;0;35.618;D
Nordeste;RN;Polo Seridó;Cerro Corá;2402709;4;2;87;18.306;D
Nordeste;RN;Polo Agreste/Trairi;Coronel Ezequiel;2402808;0;0;0;303;D
Nordeste;RN;Polo Seridó;Currais Novos;2403103;41;7;211;36.274;C
Nordeste;RN;Polo Serrano;Encanto;2403301;0;0;0;0;E
Nordeste;RN;Polo Costa das Dunas;Extremoz;2403608;5;6;278;25.072;D
Nordeste;RN;Polo Serrano;Felipe Guerra;2403707;3;2;0;3.499;D
Nordeste;RN;Polo Seridó;Florânia;2403806;0;0;0;26.807;D
Nordeste;RN;Polo Serrano;Frutuoso Gomes;2404002;0;0;0;18.003;D
Nordeste;RN;Polo Costa Branca;Galinhos;2404101;19;4;1.447;2.695;D
Nordeste;RN;Polo Costa Branca;Grossos;2404408;0;1;0;0;D
Nordeste;RN;Polo Costa Branca;Guamaré;2404507;26;7;88;29.649;C
Nordeste;RN;Polo Costa Branca;Ipanguaçu;2404705;0;1;0;2.090;D
Nordeste;RN;Polo Costa Branca;Itajá;2404853;0;1;0;0;D
Nordeste;RN;Polo Agreste/Trairi;Jaçanã;2405009;0;0;0;4.543;D
Nordeste;RN;Polo Serrano;Janduís;2405207;0;0;0;0;E
Nordeste;RN;Polo Serrano;José da Penha;2406007;0;0;0;14.505;D
Nordeste;RN;Polo Seridó;Jucurutu;2406106;0;2;0;5.082;D
Nordeste;RN;Polo Seridó;Lagoa Nova;2406502;2;4;0;0;D
Nordeste;RN;Polo Serrano;Lucrécia;2406908;0;0;0;0;E
Nordeste;RN;Polo Serrano;Luís Gomes;2407005;0;2;0;17.085;D
Nordeste;RN;Polo Costa das Dunas;Macaíba;2407104;8;1;132;27.836;D
Nordeste;RN;Polo Costa Branca;Macau;2407203;9;6;357;24.953;D
Nordeste;RN;Polo Serrano;Major Sales;2407252;0;0;0;0;E
Nordeste;RN;Polo Serrano;Marcelino Vieira;2407302;0;0;0;0;E
Nordeste;RN;Polo Serrano;Martins;2407401;42;2;0;36.119;D
Nordeste;RN;Polo Costa das Dunas;Maxaranguape;2407500;48;4;461;9.564;D
Nordeste;RN;Polo Agreste/Trairi;Montanhas;2407708;1;1;0;0;D
Nordeste;RN;Polo Agreste/Trairi;Monte das Gameleiras;2407906;13;1;0;303;D
Nordeste;RN;Polo Costa Branca;Mossoró;2408003;512;20;2.724;183.638;B
Nordeste;RN;Polo Costa das Dunas;Natal;2408102;4.438;160;114.060;3.163.130;A
Nordeste;RN;Polo Costa das Dunas;Nísia Floresta;2408201;13;9;229;4.647;C
Nordeste;RN;Polo Seridó;Parelhas;2408904;7;5;181;1.045;D
Nordeste;RN;Polo Costa das Dunas;Parnamirim;2403251;84;11;162;84.314;C
Nordeste;RN;Polo Agreste/Trairi;Passa e Fica;2409100;0;2;134;7.186;D
Nordeste;RN;Polo Serrano;Patu;2409308;0;1;133;15.852;D
Nordeste;RN;Polo Serrano;Pau dos Ferros;2409407;15;6;0;38.758;C
Nordeste;RN;Polo Costa das Dunas;Pedra Grande;2409506;0;0;0;0;E
Nordeste;RN;Polo Serrano;Portalegre;2410207;14;1;0;3.499;D
Nordeste;RN;Polo Costa Branca;Porto do Mangue;2410256;0;1;0;0;D
Nordeste;RN;Polo Serrano;Riacho da Cruz;2410702;0;1;0;5.457;D
Nordeste;RN;Polo Costa das Dunas;Rio do Fogo;2408953;32;4;0;4.816;D
Nordeste;RN;Polo Agreste/Trairi;Santa Cruz;2411205;31;6;605;67.583;C
Nordeste;RN;Polo Agreste/Trairi;São Bento do Trairí;2411700;0;0;0;0;E
Nordeste;RN;Polo Costa das Dunas;São Gonçalo do Amarante;2412005;0;1;0;10.165;D
Nordeste;RN;Polo Agreste/Trairi;São José do Campestre;2412302;0;1;0;0;D
Nordeste;RN;Polo Serrano;São Miguel;2412500;24;1;537;7.002;D
Nordeste;RN;Polo Costa das Dunas;São Miguel do Gostoso;2412559;137;30;3.168;5.385;B
Nordeste;RN;Polo Costa Branca;São Rafael;2412807;0;0;0;19.587;D
Nordeste;RN;Polo Costa das Dunas;Senador Georgino Avelino;2413201;0;0;0;0;E
Nordeste;RN;Polo Agreste/Trairi;Serra Caiada;2410306;0;0;0;0;E
Nordeste;RN;Polo Agreste/Trairi;Serra de São Bento;2413300;13;2;0;0;D
Nordeste;RN;Polo Seridó;Serra Negra do Norte;2413409;0;0;233;1.045;D
Nordeste;RN;Polo Serrano;Serrinha dos Pintos;2413557;0;0;0;0;E
Nordeste;RN;Polo Agreste/Trairi;Sítio Novo;2413706;0;0;0;0;E
Nordeste;RN;Polo Agreste/Trairi;Tangará;2414001;0;1;0;0;D
Nordeste;RN;Polo Costa Branca;Tibau;2411056;29;6;285;133.494;C
Nordeste;RN;Polo Costa das Dunas;Tibau do Sul;2414209;922;91;52.547;46.105;A
Nordeste;RN;Polo Costa das Dunas;Touros;2414407;28;8;207;31.930;C
Nordeste;RN;Polo Serrano;Venha-Ver;2414753;0;0;0;0;E
Nordeste;RN;Polo Serrano;Viçosa;2414902;0;0;0;0;E
Nordeste;SE;Polo do Velho Chico;Amparo de São Francisco;2800100;0;0;0;0;E
Nordeste;SE;Polo Costa dos Coqueirais;Aracaju;2800308;1.740;105;13.970;1.112.959;A
Nordeste;SE;Polo Sertão das Águas;Arauá;2800407;0;0;0;20.587;D
Nordeste;SE;Polo das Serras Sergipanas;Areia Branca;2800506;0;0;0;0;E
Nordeste;SE;Polo Costa dos Coqueirais;Barra dos Coqueiros;2800605;224;2;0;17.067;D
Nordeste;SE;Polo Sertão das Águas;Boquim;2800670;1;0;231;16.798;D
Nordeste;SE;Polo Costa dos Coqueirais;Brejo Grande;2800704;2;2;0;0;D
Nordeste;SE;Polo do Velho Chico;Canhoba;2801108;0;0;0;0;E
Nordeste;SE;Polo do Velho Chico;Canindé de São Francisco;2801207;51;6;50;16.301;C
Nordeste;SE;Polo dos Tabuleiros;Capela;2801306;0;1;0;5.985;D
Nordeste;SE;Polo do Velho Chico;Cedro de São João;2801603;0;0;0;794;D
Nordeste;SE;Polo Sertão das Águas;Cristinápolis;2801702;1;2;0;0;D
Nordeste;SE;Polo dos Tabuleiros;Divina Pastora;2802007;0;0;0;0;E
Nordeste;SE;Polo Costa dos Coqueirais;Estância;2802106;41;8;0;69.021;C
Nordeste;SE;Polo das Serras Sergipanas;Frei Paulo;2802304;0;1;0;21.682;D
Nordeste;SE;Polo do Velho Chico;Gararu;2802403;0;0;0;1.697;D
Nordeste;SE;Polo do Velho Chico;Ilha das Flores;2802700;0;1;0;0;D
Nordeste;SE;Polo Costa dos Coqueirais;Indiaroba;2802809;0;0;0;0;E
Nordeste;SE;Polo das Serras Sergipanas;Itabaiana;2802908;49;9;0;23.053;C
Nordeste;SE;Polo Sertão das Águas;Itabaianinha;2803005;3;1;0;16.457;D
Nordeste;SE;Polo do Velho Chico;Itabi;2803104;0;1;0;0;D
Nordeste;SE;Polo Costa dos Coqueirais;Itaporanga dAjuda;2803203;2;3;0;0;D
Nordeste;SE;Polo dos Tabuleiros;Japaratuba;2803302;0;1;0;14.505;D
Nordeste;SE;Polo do Velho Chico;Japoatã;2803401;0;0;0;15.358;D
Nordeste;SE;Polo Sertão das Águas;Lagarto;2803500;15;4;0;45.118;D
Nordeste;SE;Polo Costa dos Coqueirais;Laranjeiras;2803609;36;3;0;0;D
Nordeste;SE;Polo das Serras Sergipanas;Macambira;2803708;0;0;0;4.293;D
Nordeste;SE;Polo do Velho Chico;Monte Alegre de Sergipe;2804201;0;1;134;0;D
Nordeste;SE;Polo dos Tabuleiros;Muribeca;2804300;0;1;0;0;D
Nordeste;SE;Polo do Velho Chico;Neópolis;2804409;1;2;0;3.669;D
Nordeste;SE;Polo do Velho Chico;Nossa Senhora da Glória;2804508;18;4;0;5.517;D
Nordeste;SE;Polo dos Tabuleiros;Nossa Senhora das Dores;2804607;10;2;0;15.299;D
Nordeste;SE;Polo do Velho Chico;Nossa Senhora de Lourdes;2804706;0;0;0;15.299;D
Nordeste;SE;Polo Costa dos Coqueirais;Nossa Senhora do Socorro;2804805;97;1;171;17.966;D
Nordeste;SE;Polo Costa dos Coqueirais;Pacatuba;2804904;1;1;0;0;D
Nordeste;SE;Polo das Serras Sergipanas;Pedra Mole;2805000;0;0;0;0;E
Nordeste;SE;Polo Sertão das Águas;Pedrinhas;2805109;0;0;0;794;D
Nordeste;SE;Polo Costa dos Coqueirais;Pirambu;2805307;3;1;0;15.299;D
Nordeste;SE;Polo do Velho Chico;Poço Redondo;2805406;8;1;230;0;D
Nordeste;SE;Polo do Velho Chico;Porto da Folha;2805604;0;2;0;30.272;D
Nordeste;SE;Polo do Velho Chico;Propriá;2805703;17;5;0;18.930;D
Nordeste;SE;Polo Sertão das Águas;Riachão do Dantas;2805802;0;0;0;0;E
Nordeste;SE;Polo dos Tabuleiros;Riachuelo;2805901;0;0;0;0;E
Nordeste;SE;Polo das Serras Sergipanas;Ribeirópolis;2806008;0;1;0;0;D
Nordeste;SE;Polo dos Tabuleiros;Rosário do Catete;2806107;4;2;0;3.461;D
Nordeste;SE;Polo Sertão das Águas;Salgado;2806206;13;1;0;468;D
Nordeste;SE;Polo Costa dos Coqueirais;Santa Luzia do Itanhy;2806305;0;0;0;0;E
Nordeste;SE;Polo dos Tabuleiros;Santa Rosa de Lima;2806503;0;0;0;0;E
Nordeste;SE;Polo Costa dos Coqueirais;Santo Amaro das Brotas;2806602;0;0;0;21.923;D
Nordeste;SE;Polo Costa dos Coqueirais;São Cristóvão;2806701;18;1;0;0;D
Nordeste;SE;Polo das Serras Sergipanas;São Domingos;2806800;0;0;0;0;E
Nordeste;SE;Polo dos Tabuleiros;São Francisco;2806909;0;0;0;0;E
Nordeste;SE;Polo das Serras Sergipanas;São Miguel do Aleixo;2807006;0;0;0;3.461;D
Nordeste;SE;Polo Sertão das Águas;Simão Dias;2807105;9;3;0;4.255;D
Nordeste;SE;Polo dos Tabuleiros;Siriri;2807204;0;0;0;14.505;D
Nordeste;SE;Polo do Velho Chico;Telha;2807303;0;0;0;1.953;D
Nordeste;SE;Polo Sertão das Águas;Tobias Barreto;2807402;16;5;0;84.631;D
Nordeste;SE;Polo Sertão das Águas;Umbaúba;2807600;12;1;0;36.683;D
Centro-O;GO;Região Turística do Ouro e Cristais;Abadiânia;5200100;137;23;6.305;89.930;B
Centro-O;GO;Região Turística do Ouro e Cristais;Alexânia;5200308;44;6;128;9.550;C
Centro-O;GO;Região Turística da Chapada dos Veadeiros;Alto Paraíso de Goiás;5200605;214;42;3.761;42.941;B
Centro-O;GO;Região Turística dos Negócios e Tradições;Anápolis;5201108;238;23;7.331;162.029;B
Centro-O;GO;Região Turística dos Negócios e Tradições;Aparecida de Goiânia;5201405;120;6;118;33.468;C
Centro-O;GO;Região Turística Vale do Araguaia;Aragarças;5201702;56;11;0;9.900;C
Centro-O;GO;Região Turística Vale do Araguaia;Aruanã;5202502;2;15;178;102.682;C
Centro-O;GO;Região Turística Vale do Araguaia;Baliza;5203104;3;2;0;9.134;D
Centro-O;GO;Região Turística dos Negócios e Tradições;Bela Vista de Goiás;5203302;6;2;122;3.064;D
Centro-O;GO;Região Turística Pegadas no Cerrado;Bom Jardim de Goiás;5203401;0;1;0;9.134;D
Centro-O;GO;Região Turística da Estrada de Ferro;Bonfinópolis;5203559;0;1;0;3.064;D
Centro-O;GO;Região Turística Vale do Araguaia;Britânia;5203807;16;6;0;20.070;D
Centro-O;GO;Região Turística Lagos do Paranaíba;Buriti Alegre;5203906;31;4;0;33.484;D
Centro-O;GO;Região Turística Lagos do Paranaíba;Cachoeira Dourada;5204250;0;3;0;6.951;D
Centro-O;GO;Região Turística Lagos do Paranaíba;Caçu;5204300;12;7;0;11.600;C
Centro-O;GO;Região Turística Pegadas no Cerrado;Caiapônia;5204409;10;3;0;13.701;D
Centro-O;GO;Região Turística das Águas Quentes;Caldas Novas;5204508;2.541;58;9.619;2.018.964;A
Centro-O;GO;Região Turística do Ouro e Cristais;Campos Verdes;5204953;0;0;124;0;D
Centro-O;GO;Região Turística da Estrada de Ferro;Catalão;5205109;245;27;773;84.810;B
