Macro Região;UF;Região;Município;Código Município;Qtd. Empregos Hospedagem;Qtd. Estabelecimentos Hospedagem;Demanda Internacional;Demanda Doméstica;Cluster 2017 (Categoria)
Sul;PR;Corredores das Águas;Nova Londrina;4117107;21;2;861;6.127;D
Sul;PR;Corredores das Águas;Nova Olímpia;4117206;0;2;0;0;D
Sul;PR;Vales do Iguaçu;Nova Prata do Iguaçu;4117255;1;2;0;4.142;D
Sul;PR;Entre Matas, Morros e Rios;Nova Tebas;4117271;0;0;0;0;E
Sul;PR;Vale do Ivaí;Novo Itacolomi;4117297;0;0;0;0;E
Sul;PR;Riquezas do Oeste;Ouro Verde do Oeste;4117453;0;0;0;0;E
Sul;PR;Corredores das Águas;Paiçandu;4117503;17;2;172;0;D
Sul;PR;Vales do Iguaçu;Palmas;4117602;44;7;2.168;27.835;C
Sul;PR;Campos Gerais;Palmeira;4117701;33;7;0;4.945;C
Sul;PR;Entre Matas, Morros e Rios;Palmital;4117800;2;2;0;0;D
Sul;PR;Riquezas do Oeste;Palotina;4117909;39;6;1.073;8.543;C
Sul;PR;Litoral do Paraná;Paranaguá;4118204;250;87;17.241;198.623;B
Sul;PR;Corredores das Águas;Paranavaí;4118402;84;6;1.571;29.113;C
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Pato Bragado;4118451;0;0;364;0;D
Sul;PR;Vales do Iguaçu;Pato Branco;4118501;155;12;2.134;69.704;C
Sul;PR;Terra dos Pinheirais;Paulo Frontin;4118709;0;0;0;0;E
Sul;PR;Ecoaventuras Histórias e Sabores;Peabiru;4118808;0;0;0;3.352;D
Sul;PR;Corredores das Águas;Pérola;4118907;10;1;0;9.881;D
Sul;PR;Rotas do Pinhão;Piên;4119103;2;2;115;0;D
Sul;PR;Rotas do Pinhão;Pinhais;4119152;39;2;102;0;D
Sul;PR;Lagos e Colinas;Pinhão;4119301;14;2;0;6.070;D
Sul;PR;Campos Gerais;Piraí do Sul;4119400;3;5;0;0;D
Sul;PR;Rotas do Pinhão;Piraquara;4119509;40;1;182;0;D
Sul;PR;Entre Matas, Morros e Rios;Pitanga;4119608;26;10;397;20.504;C
Sul;PR;Vales do Iguaçu;Planalto;4119806;11;2;0;17.011;D
Sul;PR;Campos Gerais;Ponta Grossa;4119905;361;31;5.834;114.198;B
Sul;PR;Litoral do Paraná;Pontal do Paraná;4119954;48;21;1.813;183.320;B
Sul;PR;Norte do Paraná;Porecatu;4120002;2;2;0;29.397;D
Sul;PR;Lagos e Colinas;Porto Barreiro;4120150;0;0;0;0;E
Sul;PR;Corredores das Águas;Porto Rico;4120200;17;4;0;29.643;D
Sul;PR;Terra dos Pinheirais;Porto Vitória;4120309;0;0;0;0;E
Sul;PR;Vales do Iguaçu;Pranchita;4120358;0;0;0;0;E
Sul;PR;Norte do Paraná;Primeiro de Maio;4120507;1;1;0;10.817;D
Sul;PR;Terra dos Pinheirais;Prudentópolis;4120606;31;5;709;17.039;D
Sul;PR;Rotas do Pinhão;Quatro Barras;4120804;48;3;0;0;D
Sul;PR;Riquezas do Oeste;Quatro Pontes;4120853;0;1;182;0;D
Sul;PR;Lagos e Colinas;Quedas do Iguaçu;4120903;15;4;427;17.923;D
Sul;PR;Corredores das Águas;Querência do Norte;4121000;5;0;0;0;E
Sul;PR;Ecoaventuras Histórias e Sabores;Quinta do Sol;4121109;0;0;102;14.569;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Ramilândia;4121257;0;0;0;9.881;D
Sul;PR;Norte do Paraná;Rancho Alegre;4121307;0;0;0;0;E
Sul;PR;Vales do Iguaçu;Realeza;4121406;19;5;407;0;D
Sul;PR;Terra dos Pinheirais;Rebouças;4121505;0;2;0;3.960;D
Sul;PR;Vales do Iguaçu;Renascença;4121604;0;0;182;0;D
Sul;PR;Lagos e Colinas;Reserva do Iguaçu;4121752;0;1;128;0;D
Sul;PR;Norte Pioneiro;Ribeirão Claro;4121802;2;4;0;2.350;D
Sul;PR;Terra dos Pinheirais;Rio Azul;4122008;6;3;0;0;D
Sul;PR;Vale do Ivaí;Rio Bom;4122107;1;1;0;0;D
Sul;PR;Lagos e Colinas;Rio Bonito do Iguaçu;4122156;0;1;0;14.888;D
Sul;PR;Entre Matas, Morros e Rios;Rio Branco do Ivaí;4122172;0;1;0;0;D
Sul;PR;Rotas do Pinhão;Rio Negro;4122305;20;3;0;15.578;D
Sul;PR;Norte do Paraná;Rolândia;4122404;25;4;491;25.587;D
Sul;PR;Entre Matas, Morros e Rios;Roncador;4122503;3;3;255;16.041;D
Sul;PR;Corredores das Águas;Rondon;4122602;3;1;0;0;D
Sul;PR;Vale do Ivaí;Rosário do Ivaí;4122651;0;1;123;4.903;D
Sul;PR;Vales do Iguaçu;Salgado Filho;4122800;0;0;0;0;E
Sul;PR;Corredores das Águas;Santa Cruz de Monte Castelo;4123303;4;1;0;0;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Santa Helena;4123501;18;7;2.780;75.514;C
Sul;PR;Corredores das Águas;Santa Inês;4123600;0;0;0;0;E
Sul;PR;Corredores das Águas;Santa Isabel do Ivaí;4123709;6;2;0;0;D
Sul;PR;Vales do Iguaçu;Santa Izabel do Oeste;4123808;4;1;0;11.214;D
Sul;PR;Riquezas do Oeste;Santa Lúcia;4123824;0;0;0;0;E
Sul;PR;Entre Matas, Morros e Rios;Santa Maria do Oeste;4123857;0;1;0;17.011;D
Sul;PR;Norte Pioneiro;Santa Mariana;4123907;2;1;0;0;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Santa Tereza do Oeste;4124020;3;5;182;0;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Santa Terezinha de Itaipu;4124053;11;1;4.192;7.130;D
Sul;PR;Norte Pioneiro;Santo Antônio da Platina;4124103;54;8;200;18.833;C
Sul;PR;Norte do Paraná;Santo Antônio do Paraíso;4124301;0;0;0;0;E
Sul;PR;Vales do Iguaçu;Santo Antônio do Sudoeste;4124400;12;3;168;36.773;D
Sul;PR;Corredores das Águas;Santo Inácio;4124509;6;2;172;0;D
Sul;PR;Corredores das Águas;São Carlos do Ivaí;4124608;0;1;0;0;D
Sul;PR;Norte do Paraná;São Jerônimo da Serra;4124707;7;1;0;17.011;D
Sul;PR;Vale do Ivaí;São João do Ivaí;4125001;8;3;162;27.937;D
Sul;PR;Corredores das Águas;São Jorge do Patrocínio;4125357;0;0;102;6.794;D
Sul;PR;Vales do Iguaçu;São Jorge dOeste;4125209;7;2;0;11.214;D
Sul;PR;Rotas do Pinhão;São José dos Pinhais;4125506;201;9;771;17.209;C
Sul;PR;Corredores das Águas;São Manoel do Paraná;4125555;0;0;0;0;E
Sul;PR;Terra dos Pinheirais;São Mateus do Sul;4125605;41;11;305;5.741;C
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;São Miguel do Iguaçu;4125704;15;3;2.767;25.492;D
Sul;PR;Riquezas do Oeste;São Pedro do Iguaçu;4125753;0;0;0;0;E
Sul;PR;Vale do Ivaí;São Pedro do Ivaí;4125803;0;1;0;0;D
Sul;PR;Corredores das Águas;São Pedro do Paraná;4125902;0;0;0;0;E
Sul;PR;Norte do Paraná;São Sebastião da Amoreira;4126009;3;3;0;3.352;D
Sul;PR;Norte do Paraná;Sapopema;4126207;4;1;0;0;D
Sul;PR;Corredores das Águas;Sarandi;4126256;21;3;0;8.042;D
Sul;PR;Vales do Iguaçu;Saudade do Iguaçu;4126272;0;0;0;0;E
Sul;PR;Campos Gerais;Sengés;4126306;7;2;0;0;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Serranópolis do Iguaçu;4126355;0;0;0;0;E
Sul;PR;Norte do Paraná;Sertaneja;4126405;1;0;0;0;E
Sul;PR;Norte do Paraná;Sertanópolis;4126504;10;2;0;30.579;D
Sul;PR;Norte Pioneiro;Siqueira Campos;4126603;14;4;142;5.282;D
Sul;PR;Vales do Iguaçu;Sulina;4126652;19;1;0;18.117;D
Sul;PR;Norte do Paraná;Tamarana;4126678;4;4;0;0;D
Sul;PR;Corredores das Águas;Tapejara;4126801;6;2;102;0;D
Sul;PR;Corredores das Águas;Tapira;4126900;3;0;203;2.473;D
Sul;PR;Terra dos Pinheirais;Teixeira Soares;4127007;2;1;0;0;D
Sul;PR;Campos Gerais;Telêmaco Borba;4127106;187;20;1.410;19.847;C
Sul;PR;Ecoaventuras Histórias e Sabores;Terra Boa;4127205;1;1;361;9.881;D
Sul;PR;Corredores das Águas;Terra Rica;4127304;8;1;158;7.956;D
Sul;PR;Cataratas do Iguaçu e Caminhos ao Lago de Itaipu;Terra Roxa;4127403;4;1;181;0;D
Sul;PR;Campos Gerais;Tibagi;4127502;43;11;122;12.354;C
Sul;PR;Rotas do Pinhão;Tijucas do Sul;4127601;62;4;189;2.473;D
Sul;PR;Riquezas do Oeste;Toledo;4127700;167;13;3.782;201.066;C
Sul;PR;Norte Pioneiro;Tomazina;4127809;7;1;426;0;D
Sul;PR;Corredores das Águas;Tuneiras do Oeste;4127908;0;0;0;0;E
Sul;PR;Riquezas do Oeste;Tupãssi;4127957;0;1;0;0;D
Sul;PR;Entre Matas, Morros e Rios;Turvo;4127965;2;1;0;9.881;D
Sul;PR;Ecoaventuras Histórias e Sabores;Ubiratã;4128005;13;1;529;26.230;D
Sul;PR;Corredores das Águas;Umuarama;4128104;172;13;2.114;134.223;C
Sul;PR;Terra dos Pinheirais;União da Vitória;4128203;45;5;1.433;4.436;D
Sul;PR;Norte do Paraná;Uraí;4128401;0;0;122;3.811;D
Sul;PR;Vales do Iguaçu;Verê;4128609;78;1;0;29.771;D
Sul;PR;Lagos e Colinas;Virmond;4128658;0;0;0;0;E
Sul;PR;Norte Pioneiro;Wenceslau Braz;4128500;11;3;284;27.554;D
Sul;PR;Corredores das Águas;Xambrê;4128807;0;0;0;0;E
Sul;SC;Vale do Contestado;Abdon Batista;4200051;0;0;0;0;E
Sul;SC;Grande Oeste;Abelardo Luz;4200101;12;3;0;10.515;D
Sul;SC;Caminhos do Alto Vale;Agrolândia;4200200;0;0;0;0;E
Sul;SC;Caminhos do Alto Vale;Agronômica;4200309;0;0;0;0;E
Sul;SC;Vale do Contestado;Água Doce;4200408;5;2;0;0;D
Sul;SC;VALE DAS ÁGUAS;Águas de Chapecó;4200507;5;2;0;8.042;D
Sul;SC;VALE DAS ÁGUAS;Águas Frias;4200556;0;0;0;0;E
Sul;SC;Grande Florianópolis;Águas Mornas;4200606;0;1;0;2.236;D
Sul;SC;Grande Florianópolis;Alfredo Wagner;4200705;3;3;0;4.510;D
Sul;SC;Vale do Contestado;Alto Bela Vista;4200754;0;0;0;0;E
Sul;SC;Caminhos da Fronteira;Anchieta;4200804;4;1;0;0;D
Sul;SC;Grande Florianópolis;Angelina;4200903;5;1;0;648;D
Sul;SC;Serra Catarinense;Anita Garibaldi;4201000;2;3;0;11.214;D
Sul;SC;Grande Florianópolis;Anitápolis;4201109;0;1;0;1.773;D
Sul;SC;Grande Florianópolis;Antônio Carlos;4201208;1;1;199;0;D
Sul;SC;Vale Europeu;Apiúna;4201257;18;2;0;17.011;D
Sul;SC;Caminho dos Príncipes;Araquari;4201307;7;2;0;22.938;D
Sul;SC;Caminho dos Canyons;Araranguá;4201406;47;9;2.402;34.015;C
Sul;SC;Encantos do Sul ;Armazém;4201505;0;1;0;0;D
Sul;SC;Vale do Contestado;Arroio Trinta;4201604;6;1;434;0;D
Sul;SC;Grande Oeste;Arvoredo;4201653;0;0;0;0;E
Sul;SC;Vale Europeu;Ascurra;4201703;0;0;0;0;E
Sul;SC;Caminhos do Alto Vale;Atalanta;4201802;0;0;0;0;E
Sul;SC;Caminhos do Alto Vale;Aurora;4201901;0;2;0;0;D
Sul;SC;Caminho dos Canyons;Balneário Arroio do Silva;4201950;7;3;149;16.278;D
Sul;SC;Caminho dos Príncipes;Balneário Barra do Sul;4202057;15;2;460;41.507;D
Sul;SC;Costa Verde & Mar;Balneário Camboriú;4202008;2.323;92;172.620;1.640.662;A
Sul;SC;Caminho dos Canyons;Balneário Gaivota;4202073;8;3;1.297;0;D
Sul;SC;Costa Verde & Mar;Balneário Piçarras;4212809;120;6;2.328;155.991;C
Sul;SC;Encantos do Sul;Balneário Rincão;4220000;0;1;0;0;D
Sul;SC;Caminhos da Fronteira;Barra Bonita;4202099;0;0;0;0;E
Sul;SC;Caminho dos Príncipes;Barra Velha;4202107;90;15;3.253;0;C
Sul;SC;Vale do Contestado;Bela Vista do Toldo;4202131;0;0;0;0;E
Sul;SC;Caminhos da Fronteira;Belmonte;4202156;0;0;0;0;E
Sul;SC;Vale Europeu;Benedito Novo;4202206;3;1;0;0;D
Sul;SC;Grande Florianópolis;Biguaçu;4202305;15;4;0;3.385;D
Sul;SC;Vale Europeu;Blumenau;4202404;458;29;23.287;491.498;B
Sul;SC;Serra Catarinense;Bocaina do Sul;4202438;0;1;0;0;D
Sul;SC;Serra Catarinense;Bom Jardim da Serra;4202503;44;5;0;14.890;D
Sul;SC;Grande Oeste;Bom Jesus;4202537;0;0;914;0;D
Sul;SC;Serra Catarinense;Bom Retiro;4202602;0;3;214;0;D
Sul;SC;Costa Verde & Mar;Bombinhas;4202453;944;101;210.543;395.872;A
Sul;SC;Vale Europeu;Botuverá;4202701;0;0;0;0;E
Sul;SC;Encantos do Sul ;Braço do Norte;4202800;13;1;142;1.963;D
Sul;SC;Caminhos do Alto Vale;Braço do Trombudo;4202859;0;1;0;0;D
Sul;SC;Vale Europeu;Brusque;4202909;146;8;5.331;87.413;C
Sul;SC;Vale do Contestado;Caçador;4203006;54;7;853;76.079;C
Sul;SC;VALE DAS ÁGUAS;Caibi;4203105;0;1;0;0;D
Sul;SC;Vale do Contestado;Calmon;4203154;0;0;0;0;E
Sul;SC;Costa Verde & Mar;Camboriú;4203204;34;1;0;0;D
Sul;SC;Caminho dos Príncipes;Campo Alegre;4203303;5;4;766;1.125;D
Sul;SC;Serra Catarinense;Campo Belo do Sul;4203402;0;0;0;0;E
Sul;SC;Vale do Contestado;Campos Novos;4203600;49;6;599;0;C
Sul;SC;Vale Europeu;Canelinha;4203709;0;0;0;5.315;D
Sul;SC;Vale do Contestado;Canoinhas;4203808;64;7;340;19.204;C
Sul;SC;Serra Catarinense;Capão Alto;4203253;2;1;613;0;D
Sul;SC;Vale do Contestado;Capinzal;4203907;9;3;292;8.635;D
Sul;SC;Encantos do Sul;Capivari de Baixo;4203956;0;0;0;0;E
Sul;SC;VALE DAS ÁGUAS;Caxambu do Sul;4204103;0;0;0;0;E
Sul;SC;Serra Catarinense;Cerro Negro;4204178;0;0;613;0;D
Sul;SC;Caminhos do Alto Vale;Chapadão do Lageado;4204194;0;0;0;0;E
Sul;SC;Grande Oeste;Chapecó;4204202;392;28;5.766;234.259;B
Sul;SC;Encantos do Sul ;Cocal do Sul;4204251;0;0;178;0;D
Sul;SC;Vale do Contestado;Concórdia;4204301;96;6;1.089;32.102;C
Sul;SC;Grande Oeste;Coronel Freitas;4204400;1;1;38;9.881;D
Sul;SC;Serra Catarinense;Correia Pinto;4204558;8;2;0;13.687;D
Sul;SC;Caminho dos Príncipes;Corupá;4204509;13;1;0;27.967;D
Sul;SC;Encantos do Sul ;Criciúma;4204608;217;12;6.475;318.626;C
Sul;SC;VALE DAS ÁGUAS;Cunha Porã;4204707;1;2;0;0;D
Sul;SC;VALE DAS ÁGUAS;Cunhataí;4204756;0;0;0;0;E
Sul;SC;Vale do Contestado;Curitibanos;4204806;52;5;640;19.485;D
Sul;SC;Caminhos da Fronteira;Descanso;4204905;3;0;0;0;E
Sul;SC;Caminhos da Fronteira;Dionísio Cerqueira;4205001;11;2;0;26.102;D
Sul;SC;Caminhos do Alto Vale;Dona Emma;4205100;0;0;0;0;E
Sul;SC;Vale Europeu;Doutor Pedrinho;4205159;1;1;0;8.042;D
Sul;SC;Caminho dos Canyons;Ermo;4205191;0;0;0;0;E
Sul;SC;Vale do Contestado;Erval Velho;4205209;0;2;0;2.473;D
Sul;SC;Grande Oeste;Faxinal dos Guedes;4205308;5;0;87;0;D
Sul;SC;VALE DAS ÁGUAS;Flor do Sertão;4205357;0;0;0;0;E
Sul;SC;Grande Florianópolis;Florianópolis;4205407;3.472;262;763.690;3.338.541;A
Sul;SC;VALE DAS ÁGUAS;Formosa do Sul;4205431;1;1;182;0;D
Sul;SC;Encantos do Sul ;Forquilhinha;4205456;19;2;122;0;D
Sul;SC;Vale do Contestado;Fraiburgo;4205506;97;5;0;17.923;C
Sul;SC;Vale do Contestado;Frei Rogério;4205555;0;0;0;0;E
Sul;SC;Encantos do Sul ;Garopaba;4205704;205;54;47.328;150.856;B
Sul;SC;Caminho dos Príncipes;Garuva;4205803;18;7;121;0;C
Sul;SC;Vale Europeu;Gaspar;4205902;423;7;98;52.791;C
Sul;SC;Grande Florianópolis;Governador Celso Ramos;4206009;202;5;10.442;9.793;C
Sul;SC;Encantos do Sul SC;Grão Pará;4206108;0;0;366;0;D
Sul;SC;Encantos do Sul SC;Gravatal;4206207;321;6;102;43.070;C
Sul;SC;Vale Europeu;Guabiruba;4206306;0;0;0;0;E
Sul;SC;Caminhos da Fronteira;Guaraciaba;4206405;3;1;418;0;D
Sul;SC;Caminho dos Príncipes;Guaramirim;4206504;27;3;150;2.473;D
Sul;SC;Caminhos da Fronteira;Guarujá do Sul;4206603;3;1;297;8.756;D
Sul;SC;Grande Oeste;Guatambú;4206652;0;0;0;0;E
Sul;SC;Vale do Contestado;Ibicaré;4206801;2;1;0;0;D
Sul;SC;Caminhos do Alto Vale;Ibirama;4206900;12;2;0;10.770;D
Sul;SC;Encantos do Sul ;Içara;4207007;18;1;438;8.236;D
Sul;SC;Costa Verde & Mar;Ilhota;4207106;4;1;0;14.569;D
Sul;SC;Encantos do Sul ;Imaruí;4207205;0;0;0;0;E
Sul;SC;Encantos do Sul ;Imbituba;4207304;455;87;9.618;40.471;B
Sul;SC;Vale Europeu;Indaial;4207502;25;4;304;6.294;D
Sul;SC;Vale do Contestado;Iomerê;4207577;0;0;0;0;E
Sul;SC;Vale do Contestado;Ipira;4207601;0;0;0;0;E
Sul;SC;Caminhos da Fronteira;Iporã do Oeste;4207650;4;1;0;0;D
Sul;SC;Grande Oeste;Ipuaçu;4207684;1;0;0;0;E
Sul;SC;Caminhos da Fronteira;Iraceminha;4207759;0;0;0;0;E
Sul;SC;Vale do Contestado;Irani;4207809;6;3;0;33.982;D
Sul;SC;VALE DAS ÁGUAS;Irati;4207858;0;0;0;0;E
Sul;SC;Vale do Contestado;Irineópolis;4207908;4;2;0;11.214;D
Sul;SC;Vale do Contestado;Itá;4208005;182;3;179;16.765;D
Sul;SC;Vale do Contestado;Itaiópolis;4208104;8;1;87;21.729;D
Sul;SC;Costa Verde & Mar;Itajaí;4208203;288;25;15.872;197.409;B
Sul;SC;Costa Verde & Mar;Itapema;4208302;213;27;121.908;574.437;B
Sul;SC;Caminhos da Fronteira;Itapiranga;4208401;11;2;450;16.013;D
Sul;SC;Caminho dos Príncipes;Itapoá;4208450;28;13;1.666;242.670;C
Sul;SC;Caminhos do Alto Vale;Ituporanga;4208500;3;3;0;1.125;D
Sul;SC;Caminho dos Canyons;Jacinto Machado;4208708;1;0;0;2.236;D
Sul;SC;Encantos do Sul ;Jaguaruna;4208807;8;3;1.451;20.944;D
Sul;SC;Caminho dos Príncipes;Jaraguá do Sul;4208906;246;14;5.757;96.828;C
Sul;SC;VALE DAS ÁGUAS;Jardinópolis;4208955;0;0;0;0;E
Sul;SC;Vale do Contestado;Joaçaba;4209003;90;7;422;84.066;C
Sul;SC;Caminho dos Príncipes;Joinville;4209102;621;45;18.670;618.768;B
Sul;SC;Caminhos do Alto Vale;José Boiteux;4209151;0;0;0;11.862;D
Sul;SC;Serra Catarinense;Lages;4209300;236;24;5.950;122.683;B
Sul;SC;Encantos do Sul ;Laguna;4209409;140;21;4.240;77.073;C
Sul;SC;Caminhos do Alto Vale;Laurentino;4209508;0;0;183;0;D
Sul;SC;Encantos do Sul ;Lauro Muller;4209607;0;0;0;13.933;D
Sul;SC;Vale do Contestado;Lebon Régis;4209706;6;1;0;3.954;D
Sul;SC;Vale do Contestado;Lindóia do Sul;4209854;0;0;0;2.260;D
Sul;SC;Caminhos do Alto Vale;Lontras;4209904;6;1;0;8.635;D
Sul;SC;Vale Europeu;Luiz Alves;4210001;1;1;0;12.041;D
Sul;SC;Vale do Contestado;Mafra;4210100;44;3;183;10.515;D
Sul;SC;Vale Europeu;Major Gercino;4210209;0;0;0;0;E
Sul;SC;Vale do Contestado;Major Vieira;4210308;0;1;0;0;D
Sul;SC;Caminho dos Canyons;Maracajá;4210407;0;1;0;0;D
Sul;SC;VALE DAS ÁGUAS;Maravilha;4210506;27;2;158;648;D
Sul;SC;Caminho dos Príncipes;Massaranduba;4210605;4;2;0;76.364;D
Sul;SC;Vale do Contestado;Matos Costa;4210704;0;0;0;0;E
Sul;SC;Caminho dos Canyons;Meleiro;4210803;1;1;141;0;D
Sul;SC;Caminhos do Alto Vale;Mirim Doce;4210852;0;0;0;11.214;D
Sul;SC;VALE DAS ÁGUAS;Modelo;4210902;0;0;0;0;E
Sul;SC;VALE DAS ÁGUAS;Mondaí;4211009;1;1;189;0;D
Sul;SC;Vale do Contestado;Monte Castelo;4211108;0;0;0;0;E
Sul;SC;Caminho dos Canyons;Morro Grande;4211256;0;0;0;0;E
Sul;SC;Costa Verde & Mar;Navegantes;4211306;57;11;3.550;163.822;C
Sul;SC;VALE DAS ÁGUAS;Nova Erechim;4211405;4;1;0;0;D
Sul;SC;VALE DAS ÁGUAS;Nova Itaberaba;4211454;0;0;0;0;E
Sul;SC;Vale Europeu;Nova Trento;4211504;11;4;0;29.457;D
Sul;SC;Encantos do Sul;Nova Veneza;4211603;33;3;141;9.283;D
Sul;SC;Encantos do Sul;Orleans;4211702;21;1;0;18.061;D
Sul;SC;Serra Catarinense;Otacílio Costa;4211751;12;2;0;8.042;D
Sul;SC;Grande Oeste;Ouro Verde;4211850;0;0;0;0;E
Sul;SC;Grande Oeste;Paial;4211876;0;0;212;0;D
Sul;SC;Serra Catarinense;Painel;4211892;0;1;0;0;D
Sul;SC;Grande Florianópolis;Palhoça;4211900;144;33;10.525;60.528;B
Sul;SC;Caminhos da Fronteira;Palma Sola;4212007;0;0;1.197;0;D
Sul;SC;Serra Catarinense;Palmeira;4212056;0;0;0;0;E
Sul;SC;VALE DAS ÁGUAS;Palmitos;4212106;14;6;0;36.188;C
Sul;SC;Vale do Contestado;Papanduva;4212205;14;2;0;8.042;D
Sul;SC;Caminho dos Canyons;Passo de Torres;4212254;0;3;0;0;D
Sul;SC;Grande Oeste;Passos Maia;4212270;0;0;0;0;E
Sul;SC;Encantos do Sul;Pedras Grandes;4212403;0;1;182;0;D
Sul;SC;Costa Verde & Mar;Penha;4212502;253;47;3.339;144.918;B
Sul;SC;Vale do Contestado;Peritiba;4212601;0;1;0;0;D
Sul;SC;Encantos do Sul;Pescaria Brava;4212650;0;0;0;0;E
Sul;SC;Caminhos do Alto Vale;Petrolândia;4212700;0;1;0;0;D
Sul;SC;VALE DAS ÁGUAS;Pinhalzinho;4212908;15;1;0;17.274;D
Sul;SC;Vale do Contestado;Pinheiro Preto;4213005;0;1;0;0;D
Sul;SC;Vale do Contestado;Piratuba;4213104;472;16;513;182.086;B
Sul;SC;VALE DAS ÁGUAS;Planalto Alegre;4213153;0;0;0;0;E
Sul;SC;Vale Europeu;Pomerode;4213203;50;8;1.523;23.630;C
Sul;SC;Serra Catarinense;Ponte Alta;4213302;0;1;0;1.125;D
Sul;SC;Grande Oeste;Ponte Serrada;4213401;10;3;0;0;D
Sul;SC;Costa Verde & Mar;Porto Belo;4213500;48;9;8.742;80.218;C
Sul;SC;Vale do Contestado;Porto União;4213609;28;6;299;48.974;C
Sul;SC;Caminhos do Alto Vale;Pouso Redondo;4213708;60;3;178;8.042;D
Sul;SC;Caminho dos Canyons;Praia Grande;4213807;35;8;250;0;C
Sul;SC;Vale do Contestado;Presidente Castello Branco;4213906;0;1;0;0;D
Sul;SC;Caminhos do Alto Vale;Presidente Getúlio;4214003;16;1;87;0;D
Sul;SC;Caminhos do Alto Vale;Presidente Nereu;4214102;0;0;0;11.214;D
Sul;SC;VALE DAS ÁGUAS;Quilombo;4214201;2;2;179;0;D
Sul;SC;Grande Florianópolis;Rancho Queimado;4214300;13;3;0;1.773;D
Sul;SC;Vale do Contestado;Rio das Antas;4214409;0;0;0;1.125;D
Sul;SC;Caminhos do Alto Vale;Rio do Campo;4214508;2;1;0;24.369;D
Sul;SC;Caminhos do Alto Vale;Rio do Oeste;4214607;0;0;0;1.125;D
Sul;SC;Caminhos do Alto Vale;Rio do Sul;4214805;84;13;1.337;79.760;C
Sul;SC;Vale Europeu;Rio dos Cedros;4214706;5;3;100;2.260;D
Sul;SC;Encantos do Sul;Rio Fortuna;4214904;2;1;328;0;D
Sul;SC;Caminho dos Príncipes;Rio Negrinho;4215000;23;7;189;3.410;C
Sul;SC;Serra Catarinense;Rio Rufino;4215059;0;0;0;8.042;D
Sul;SC;VALE DAS ÁGUAS;Riqueza;4215075;0;0;0;0;E
Sul;SC;Vale Europeu;Rodeio;4215109;0;0;254;0;D
Sul;SC;Caminhos do Alto Vale;Salete;4215307;8;1;0;30.471;D
Sul;SC;Vale do Contestado;Salto Veloso;4215406;0;0;182;0;D
Sul;SC;Encantos do Sul;Sangão;4215455;9;1;0;0;D
Sul;SC;Vale do Contestado;Santa Cecília;4215505;3;2;160;0;D
Sul;SC;Encantos do Sul;Santa Rosa de Lima;4215604;0;2;0;0;D
Sul;SC;Caminho dos Canyons;Santa Rosa do Sul;4215653;0;0;178;0;D
Sul;SC;Caminhos do Alto Vale;Santa Terezinha;4215679;2;1;0;14.888;D
Sul;SC;VALE DAS ÁGUAS;Santiago do Sul;4215695;0;0;0;0;E
Sul;SC;Grande Florianópolis;Santo Amaro da Imperatriz;4215703;268;3;217;2.250;C
Sul;SC;Caminho dos Príncipes;São Bento do Sul;4215802;47;9;1.401;50.856;C
Sul;SC;Grande Florianópolis;São Bonifácio;4215901;0;2;0;648;D
Sul;SC;VALE DAS ÁGUAS;São Carlos;4216008;39;2;644;8.042;D
Sul;SC;Grande Oeste;São Domingos;4216107;5;1;0;0;D
Sul;SC;Caminho dos Príncipes;São Francisco do Sul;4216206;101;21;12.814;205.939;B
Sul;SC;Vale Europeu;São João Batista;4216305;0;1;0;0;D
Sul;SC;Caminho dos Príncipes;São João do Itaperiú;4216354;0;0;0;0;E
Sul;SC;VALE DAS ÁGUAS;São João do Oeste;4216255;2;1;0;8.236;D
Sul;SC;Caminho dos Canyons;São João do Sul;4216404;0;0;0;0;E
Sul;SC;Serra Catarinense;São Joaquim;4216503;40;9;380;65.932;C
Sul;SC;Grande Florianópolis;São José;4216602;206;14;1.137;36.396;C
Sul;SC;Caminhos da Fronteira;São José do Cedro;4216701;11;1;0;21.357;D
Sul;SC;Serra Catarinense;São José do Cerrito;4216800;0;0;0;3.943;D
Sul;SC;Grande Oeste;São Lourenço do Oeste;4216909;23;3;182;24.783;D
Sul;SC;Encantos do Sul ;São Martinho;4217105;3;2;0;0;D
Sul;SC;Caminhos da Fronteira;São Miguel do Oeste;4217204;83;4;283;87.619;D
Sul;SC;Grande Florianópolis;São Pedro de Alcântara;4217253;1;0;0;0;E
Sul;SC;VALE DAS ÁGUAS;Saudades;4217303;14;3;0;12.558;D
Sul;SC;Caminho dos Príncipes;Schroeder;4217402;0;1;0;8.042;D
Sul;SC;Grande Oeste;Seara;4217501;7;1;0;8.042;D
