UF;REGIAO;MUNICIPIO;CATEGORIA
RS;Termas e Lagos;Mariano Moro;D
RS;Vale do Taquari;Marques de Souza;E
RS;Vale do Jaguarí;Mata;D
RS;Vale do Rio Pardo;Mato Leitão;E
RS;Rota Missões;Mato Queimado;E
RS;Rota das Araucárias;Maximiliano de Almeida;E
RS;Rota do Yucumã;Miraguaí;D
RS;Campos de Cima da Serra;Monte Alegre dos Campos;E
RS;Uva e Vinho;Monte Belo do Sul;D
RS;Vale do Caí;Montenegro;D
RS;Alto da Serra do Botucaraí;Mormaço;E
RS;Litoral Norte Gaúcho;Morrinhos do Sul;E
RS;Costa Doce;Morro Redondo;D
RS;Litoral Norte Gaúcho;Mostardas;D
RS;Vale do Taquari;Muçum;E
RS;Campos de Cima da Serra;Muitos Capões;E
RS;Rota das Terras Encantadas;Não-Me-Toque;D
RS;Alto da Serra do Botucaraí;Nicolau Vergueiro;E
RS;Rota Águas e Pedras;Nonoai;D
RS;Uva e Vinho;Nova Alvorada;E
RS;Uva e Vinho;Nova Araçá;D
RS;Uva e Vinho;Nova Bassano;D
RS;Vale do Taquari;Nova Bréscia;D
RS;Rota do Rio Uruguai;Nova Candelária;E
RS;Vale do Jaguarí;Nova Esperança do Sul;D
RS;Uva e Vinho;Nova Pádua;E
RS;Central;Nova Palma;D
RS;Hortênsias;Nova Petrópolis;C
RS;Uva e Vinho;Nova Prata;D
RS;Rota do Yucumã;Nova Ramada;E
RS;Uva e Vinho;Nova Roma do Sul;D
RS;Central;Novo Cabrais;E
RS;Vale do Rio dos Sinos;Novo Hamburgo;C
RS;Rota Águas e Pedras;Novo Tiradentes;E
RS;Litoral Norte Gaúcho;Osório;C
RS;Rota das Araucárias;Paim Filho;D
RS;Litoral Norte Gaúcho;Palmares do Sul;C
RS;Rota Águas e Pedras;Palmitinho;D
RS;Rota do Yucumã;Panambi;D
RS;Vale do Rio Pardo;Pantano Grande;D
RS;Central;Paraíso do Sul;E
RS;Vale do Caí;Pareci Novo;E
RS;Vale do Paranhana;Parobé;D
RS;Vale do Rio Pardo;Passo do Sobrado;E
RS;Cultura e Tradição;Passo Fundo;B
RS;Termas e Lagos;Paulo Bento;E
RS;Vale do Taquari;Paverama;D
RS;Costa Doce;Pedro Osório;D
RS;Rota do Yucumã;Pejuçara;E
RS;Costa Doce;Pelotas;B
RS;Hortênsias;Picada Café;D
RS;Rota Águas e Pedras;Pinhal;D
RS;Campos de Cima da Serra;Pinhal da Serra;D
RS;Central;Pinhal Grande;E
RS;Rota Águas e Pedras;Pinheirinho do Vale;E
RS;Pampa Gaúcho;Pinheiro Machado;D
RS;Uva e Vinho;Pinto Bandeira;E
RS;Costa Doce;Piratini;D
RS;Termas e Lagos;Ponte Preta;E
RS;Vale do Caí;Portão;D
RS;Porto Alegre ;Porto Alegre;A
RS;Rota do Rio Uruguai;Porto Lucena;D
RS;Rota do Rio Uruguai;Porto Mauá;E
RS;Rota do Rio Uruguai;Porto Vera Cruz;E
RS;Rota Missões;Porto Xavier;D
RS;Vale do Rio dos Sinos;Presidente Lucena;E
RS;Vale do Taquari;Progresso;E
RS;Uva e Vinho;Protásio Alves;D
RS;Fronteira;Quaraí;D
RS;Termas e Lagos;Quatro Irmãos;E
RS;Rota das Terras Encantadas;Quinze de Novembro;D
RS;Rota do Yucumã;Redentora;D
RS;Vale do Taquari;Relvado;D
RS;Central;Restinga Seca;D
RS;Rota Águas e Pedras;Rio dos Índios;E
RS;Costa Doce;Rio Grande;B
RS;Vale do Rio Pardo;Rio Pardo;D
RS;Vale do Paranhana;Riozinho;E
RS;Vale do Taquari;Roca Sales;E
RS;Rota Águas e Pedras;Rodeio Bonito;D
RS;Vale do Paranhana;Rolante;D
RS;Cultura e Tradição;Ronda Alta;D
RS;Cultura e Tradição;Rondinha;D
RS;Rota Missões;Roque Gonzales;D
RS;Fronteira;Rosário do Sul;C
RS;Rota das Terras Encantadas;Saldanha Marinho;E
RS;Rota das Terras Encantadas;Salto do Jacuí;D
RS;Rota Missões;Salvador das Missões;E
RS;Vale do Caí;Salvador do Sul;D
RS;Rota das Araucárias;Sananduva;D
RS;Rota das Terras Encantadas;Santa Bárbara do Sul;D
RS;Vale do Taquari;Santa Clara do Sul;E
RS;Vale do Rio Pardo;Santa Cruz do Sul;C
RS;Fronteira;Santa Margarida do Sul;E
RS;Central;Santa Maria;B
RS;Fronteira;Sant'Ana do Livramento;B
RS;Rota do Rio Uruguai;Santa Rosa;C
RS;Uva e Vinho;Santa Tereza;E
RS;Costa Doce;Santa Vitória do Palmar;C
RS;Vale do Jaguarí;Santiago;C
RS;Rota Missões;Santo Ângelo;C
RS;Litoral Norte Gaúcho;Santo Antônio da Patrulha;D
RS;Uva e Vinho;Santo Antônio do Palma;E
RS;Rota do Yucumã;Santo Augusto;D
RS;Rota do Rio Uruguai;Santo Cristo;D
RS;Rota das Araucárias;Santo Expedito do Sul;E
RS;Rota Missões;São Borja;C
RS;Uva e Vinho;São Domingos do Sul;E
RS;Vale do Jaguarí;São Francisco de Assis;D
RS;Hortênsias;São Francisco de Paula;C
RS;Fronteira;São Gabriel;B
RS;Carbonífera;São Jerônimo;D
RS;Rota das Araucárias;São João da Urtiga;D
RS;Central;São João do Polêsine;D
RS;Alto da Serra do Botucaraí;São José do Herval;E
RS;Vale do Caí;São José do Hortêncio;E
RS;Rota do Rio Uruguai;São José do Inhacorá;E
RS;Costa Doce;São José do Norte;D
RS;Rota das Araucárias;São José do Ouro;D
RS;Campos de Cima da Serra;São José dos Ausentes;D
RS;Vale do Caí;São José do Sul;E
RS;Vale do Rio dos Sinos;São Leopoldo;C
RS;Costa Doce;São Lourenço do Sul;C
RS;Rota Missões;São Luiz Gonzaga;C
RS;Uva e Vinho;São Marcos;D
RS;Rota do Yucumã;São Martinho;D
RS;Rota Missões;São Miguel das Missões;D
RS;Rota Missões;São Nicolau;E
RS;Vale do Caí;São Pedro da Serra;E
RS;Rota Missões;São Pedro do Butiá;D
RS;Central;São Pedro do Sul;D
RS;Vale do Caí;São Sebastião do Caí;D
RS;Central;São Sepé;D
RS;Rota do Yucumã;São Valério do Sul;D
RS;Vale do Caí;São Vendelino;E
RS;Vale do Rio dos Sinos;Sapiranga;D
RS;Cultura e Tradição;Sarandi;C
RS;Rota Águas e Pedras;Seberi;D
RS;Rota do Yucumã;Sede Nova;E
RS;Rota das Terras Encantadas;Selbach;D
RS;Rota do Rio Uruguai;Senador Salgado Filho;E
RS;Uva e Vinho;Serafina Corrêa;D
RS;Vale do Taquari;Sério;E
RS;Costa Doce;Sertão Santana;E
RS;Termas e Lagos;Severiano de Almeida;E
RS;Central;Silveira Martins;D
RS;Vale do Rio Pardo;Sinimbu;D
RS;Centro-Serra;Sobradinho;D
RS;Alto da Serra do Botucaraí;Soledade;D
RS;Rota das Araucárias;Tapejara;D
RS;Rota das Terras Encantadas;Tapera;D
RS;Costa Doce;Tapes;D
RS;Vale do Paranhana;Taquara;D
RS;Vale do Taquari;Taquari;D
RS;Rota Águas e Pedras;Taquaruçu do Sul;D
RS;Costa Doce;Tavares;D
RS;Rota do Yucumã;Tenente Portela;D
RS;Litoral Norte Gaúcho;Terra de Areia;D
RS;Vale do Taquari;Teutônia;D
RS;Rota das Terras Encantadas;Tio Hugo;D
RS;Rota do Yucumã;Tiradentes do Sul;E
RS;Central;Toropi;E
RS;Litoral Norte Gaúcho;Torres;A
RS;Litoral Norte Gaúcho;Tramandaí;B
RS;Termas e Lagos;Três Arroios;E
RS;Litoral Norte Gaúcho;Três Cachoeiras;E
RS;Vale do Paranhana;Três Coroas;D
RS;Rota do Rio Uruguai;Três de Maio;D
RS;Litoral Norte Gaúcho;Três Forquilhas;E
RS;Rota do Yucumã;Três Passos;D
RS;Carbonífera;Triunfo;D
RS;Rota do Rio Uruguai;Tucunduva;E
RS;Rota das Araucárias;Tupanci do Sul;E
RS;Vale do Caí;Tupandi;E
RS;Rota do Rio Uruguai;Tuparendi;E
RS;Costa Doce;Turuçu;E
RS;Fronteira;Uruguaiana;C
RS;Campos de Cima da Serra;Vacaria;C
RS;Vale do Rio Pardo;Vale do Sol;D
RS;Vale do Caí;Vale Real;E
RS;Vale do Rio Pardo;Vale Verde;E
RS;Vale do Rio Pardo;Venâncio Aires;D
RS;Vale do Rio Pardo;Vera Cruz;D
RS;Uva e Vinho;Veranópolis;D
RS;Vale do Taquari;Vespasiano Correa;E
RS;Termas e Lagos;Viadutos;E
RS;Delta do Jacuí;Viamão;C
RS;Rota Águas e Pedras;Vicente Dutra;D
RS;Rota das Terras Encantadas;Victor Graeff;E
RS;Uva e Vinho;Vila Flores;D
RS;Rota Águas e Pedras;Vista Alegre;E
RS;Uva e Vinho;Vista Alegre do Prata;E
RS;Rota do Yucumã;Vista Gaúcha;E
RS;Rota Missões;Vitória das Missões;E
RS;Vale do Taquari;Westfalia;D
RS;Litoral Norte Gaúcho;Xangri-lá;C
SC;Vale do Contestado;Abdon Batista;D
SC;Grande Oeste;Abelardo Luz;D
SC;Caminhos do Alto Vale;Agrolândia;D
SC;Caminhos do Alto Vale;Agronômica;D
SC;Vale do Contestado;Água Doce;D
SC;VALE DAS ÁGUAS;Águas de Chapecó;D
SC;VALE DAS ÁGUAS;Águas Frias;E
SC;Grande Florianópolis;Águas Mornas;D
SC;Grande Florianópolis;Alfredo Wagner;D
SC;Vale do Contestado;Alto Bela Vista;E
SC;Caminhos da Fronteira;Anchieta;D
SC;Grande Florianópolis;Angelina;D
SC;Serra Catarinense;Anita Garibaldi;D
SC;Grande Florianópolis;Anitápolis;D
SC;Grande Florianópolis;Antônio Carlos;D
SC;Vale Europeu;Apiúna;D
SC;Caminho dos Príncipes;Araquari;D
SC;Caminho dos Canyons;Araranguá;C
SC;Encantos do Sul SC;Armazém;D
SC;Vale do Contestado;Arroio Trinta;D
SC;Grande Oeste;Arvoredo;E
SC;Vale Europeu;Ascurra;E
SC;Caminhos do Alto Vale;Atalanta;E
SC;Caminhos do Alto Vale;Aurora;D
SC;Caminho dos Canyons;Balneário Arroio do Silva;D
SC;Caminho dos Príncipes;Balneário Barra do Sul;D
SC;Costa Verde & Mar;Balneário Camboriú;A
SC;Caminho dos Canyons;Balneário Gaivota;D
SC;Costa Verde & Mar;Balneário Piçarras;C
SC;Encantos do Sul SC;Balneário Rincão;E
SC;Caminhos da Fronteira;BARRA BONITA;E
SC;Caminho dos Príncipes;Barra Velha;C
SC;Vale do Contestado;Bela Vista do Toldo;E
SC;Caminhos da Fronteira;Belmonte;E
SC;Vale Europeu;Benedito Novo;D
SC;Grande Florianópolis;Biguaçu;D
SC;Vale Europeu;Blumenau;B
SC;Serra Catarinense;Bocaina do Sul;D
SC;Costa Verde & Mar;Bombinhas;A
SC;Serra Catarinense;Bom Jardim da Serra;D
SC;Grande Oeste;BOM JESUS;E
SC;Serra Catarinense;Bom Retiro;D
SC;Vale Europeu;Botuverá;E
SC;Encantos do Sul SC;Braço do Norte;D
SC;Caminhos do Alto Vale;Braço do Trombudo;E
SC;Vale Europeu;Brusque;C
SC;Vale do Contestado;Caçador;C
SC;VALE DAS ÁGUAS;Caibi;D
SC;Vale do Contestado;Calmon;E
SC;Costa Verde & Mar;Camboriú;D
SC;Caminho dos Príncipes;Campo Alegre;D
SC;Serra Catarinense;Campo Belo do Sul;E
SC;Vale do Contestado;Campos Novos;D
SC;Vale Europeu;Canelinha;D
SC;Vale do Contestado;Canoinhas;C
SC;Serra Catarinense;Capão Alto;E
SC;Vale do Contestado;Capinzal;D
SC;Encantos do Sul SC;Capivari de Baixo;D
SC;VALE DAS ÁGUAS;Caxambu do Sul;E
SC;Serra Catarinense;Cerro Negro;E
SC;Caminhos do Alto Vale;Chapadão do Lageado;E
SC;Grande Oeste;Chapecó;B
SC;Encantos do Sul SC;Cocal do Sul;D
SC;Vale do Contestado;Concórdia;C
SC;Grande Oeste;Coronel Freitas;D
SC;Serra Catarinense;Correia Pinto;D
SC;Caminho dos Príncipes;Corupá;D
SC;Encantos do Sul SC;Criciúma;B
SC;VALE DAS ÁGUAS;Cunha Porã;D
SC;VALE DAS ÁGUAS;Cunhataí;E
SC;Vale do Contestado;Curitibanos;D
SC;Caminhos da Fronteira;Descanso;D
SC;Caminhos da Fronteira;Dionísio Cerqueira;D
SC;Caminhos do Alto Vale;Dona Emma;E
SC;Vale Europeu;Doutor Pedrinho;D
SC;Caminho dos Canyons;Ermo;E
SC;Vale do Contestado;Erval Velho;D
SC;Grande Oeste;Faxinal dos Guedes;D
SC;VALE DAS ÁGUAS;Flor do Sertão;E
SC;Grande Florianópolis;Florianópolis;A
SC;VALE DAS ÁGUAS;Formosa do Sul;D
SC;Encantos do Sul SC;Forquilhinha;D
SC;Vale do Contestado;Fraiburgo;D
SC;Vale do Contestado;Frei Rogério;E
SC;Encantos do Sul SC;Garopaba;B
SC;Caminho dos Príncipes;Garuva;D
SC;Vale Europeu;Gaspar;C
SC;Grande Florianópolis;Governador Celso Ramos;C
SC;Encantos do Sul SC;Grão Pará;E
SC;Encantos do Sul SC;Gravatal;C
SC;Vale Europeu;Guabiruba;E
SC;Caminhos da Fronteira;Guaraciaba;D
SC;Caminho dos Príncipes;Guaramirim;D
SC;Caminhos da Fronteira;Guarujá do Sul;D
SC;Grande Oeste;Guatambú;E
SC;Vale do Contestado;Ibicaré;D
SC;Caminhos do Alto Vale;Ibirama;D
SC;Encantos do Sul SC;Içara;D
SC;Costa Verde & Mar;Ilhota;D
SC;Encantos do Sul SC;Imaruí;E
SC;Encantos do Sul SC;Imbituba;B
SC;Vale Europeu;Indaial;D
SC;Vale do Contestado;Iomerê;D
SC;Vale do Contestado;Ipira;D
SC;Caminhos da Fronteira;Iporã do Oeste;D
SC;Grande Oeste;Ipuaçu;D
SC;Caminhos da Fronteira;Iraceminha;E
SC;Vale do Contestado;Irani;D
SC;VALE DAS ÁGUAS;IRATI;E
SC;Vale do Contestado;Irineópolis;D
SC;Vale do Contestado;Itá;C
SC;Vale do Contestado;Itaiópolis;D
SC;Costa Verde & Mar;Itajaí;B
SC;Costa Verde & Mar;Itapema;B
SC;Caminhos da Fronteira;Itapiranga;D
SC;Caminho dos Príncipes;Itapoá;C
SC;Caminhos do Alto Vale;Ituporanga;D
SC;Caminho dos Canyons;Jacinto Machado;D
SC;Encantos do Sul SC;Jaguaruna;D
SC;Caminho dos Príncipes;Jaraguá do Sul;C
SC;VALE DAS ÁGUAS;Jardinópolis;E
SC;Vale do Contestado;Joaçaba;C
SC;Caminho dos Príncipes;Joinville;B
SC;Caminhos do Alto Vale;José Boiteux;D
SC;Serra Catarinense;Lages;B
SC;Encantos do Sul SC;Laguna;C
SC;Caminhos do Alto Vale;Laurentino;D
SC;Encantos do Sul SC;Lauro Muller;D
SC;Vale do Contestado;Lebon Régis;D
SC;Vale do Contestado;Lindóia do Sul;D
SC;Caminhos do Alto Vale;Lontras;D
SC;Vale Europeu;Luiz Alves;D
SC;Vale do Contestado;Mafra;D
SC;Vale Europeu;Major Gercino;E
SC;Vale do Contestado;Major Vieira;D
SC;Caminho dos Canyons;Maracajá;D
SC;VALE DAS ÁGUAS;Maravilha;D
SC;Caminho dos Príncipes;Massaranduba;D
SC;Vale do Contestado;Matos Costa;E
SC;Caminho dos Canyons;Meleiro;D
SC;Caminhos do Alto Vale;Mirim Doce;D
SC;VALE DAS ÁGUAS;Modelo;E
SC;VALE DAS ÁGUAS;Mondaí;D
SC;Vale do Contestado;Monte Castelo;E
SC;Caminho dos Canyons;Morro Grande;E
SC;Costa Verde & Mar;Navegantes;C
SC;VALE DAS ÁGUAS;Nova Erechim;D
SC;VALE DAS ÁGUAS;Nova Itaberaba;E
SC;Vale Europeu;Nova Trento;D
SC;Encantos do Sul SC;Nova Veneza;D
SC;Encantos do Sul SC;Orleans;D
SC;Serra Catarinense;Otacílio Costa;D
SC;Grande Oeste;Ouro Verde;E
SC;Grande Oeste;Paial;E
SC;Serra Catarinense;Painel;D
SC;Grande Florianópolis;Palhoça;C
SC;Caminhos da Fronteira;Palma Sola;E
SC;Serra Catarinense;PALMEIRA;E
SC;VALE DAS ÁGUAS;Palmitos;C
SC;Vale do Contestado;Papanduva;D
SC;Caminho dos Canyons;Passo de Torres;D
SC;Grande Oeste;Passos Maia;E
SC;Encantos do Sul SC;Pedras Grandes;E
SC;Costa Verde & Mar;Penha;B
SC;Vale do Contestado;Peritiba;D
SC;Encantos do Sul SC;Pescaria Brava;E
SC;Caminhos do Alto Vale;PETROLÂNDIA;D
SC;VALE DAS ÁGUAS;PINHALZINHO;D
SC;Vale do Contestado;Pinheiro Preto;E
SC;Vale do Contestado;Piratuba;B
SC;VALE DAS ÁGUAS;Planalto Alegre;E
SC;Vale Europeu;Pomerode;C
SC;Serra Catarinense;Ponte Alta;D
SC;Grande Oeste;Ponte Serrada;D
SC;Costa Verde & Mar;Porto Belo;C
SC;Vale do Contestado;Porto União;C
SC;Caminhos do Alto Vale;Pouso Redondo;D
SC;Caminho dos Canyons;Praia Grande;D
SC;Vale do Contestado;Presidente Castello Branco;D
SC;Caminhos do Alto Vale;Presidente Getúlio;D
SC;Caminhos do Alto Vale;Presidente Nereu;D
SC;VALE DAS ÁGUAS;Quilombo;D
SC;Grande Florianópolis;Rancho Queimado;D
SC;Vale do Contestado;Rio das Antas;D
SC;Caminhos do Alto Vale;Rio do Campo;D
SC;Caminhos do Alto Vale;Rio do Oeste;D
SC;Vale Europeu;Rio dos Cedros;D
SC;Caminhos do Alto Vale;Rio do Sul;C
SC;Encantos do Sul SC;Rio Fortuna;D
SC;Caminho dos Príncipes;Rio Negrinho;D
SC;Serra Catarinense;Rio Rufino;D
SC;VALE DAS ÁGUAS;Riqueza;E
SC;Vale Europeu;Rodeio;D
SC;Caminhos do Alto Vale;Salete;D
SC;Vale do Contestado;Salto Veloso;E
SC;Encantos do Sul SC;Sangão;E
SC;Vale do Contestado;Santa Cecília;D
SC;Encantos do Sul SC;Santa Rosa de Lima;E
SC;Caminho dos Canyons;Santa Rosa do Sul;E
SC;Caminhos do Alto Vale;Santa Terezinha;D
SC;VALE DAS ÁGUAS;Santiago do Sul;E
SC;Grande Florianópolis;Santo Amaro da Imperatriz;C
SC;Caminho dos Príncipes;São Bento do Sul;C
SC;Grande Florianópolis;São Bonifácio;D
SC;VALE DAS ÁGUAS;São Carlos;D
SC;Grande Oeste;SÃO DOMINGOS;D
SC;Caminho dos Príncipes;São Francisco do Sul;B
SC;Vale Europeu;São João Batista;D
SC;Caminho dos Príncipes;São João do Itaperiú;E
SC;VALE DAS ÁGUAS;São João do Oeste;D
SC;Caminho dos Canyons;São João do Sul;E
SC;Serra Catarinense;São Joaquim;C
SC;Grande Florianópolis;São José;C
SC;Caminhos da Fronteira;São José do Cedro;D
SC;Serra Catarinense;São José do Cerrito;D
SC;Grande Oeste;São Lourenço do Oeste;D
SC;Encantos do Sul SC;São Martinho;D
SC;Caminhos da Fronteira;São Miguel do Oeste;C
SC;Grande Florianópolis;São Pedro de Alcântara;D
SC;VALE DAS ÁGUAS;Saudades;D
SC;Caminho dos Príncipes;Schroeder;D
SC;Grande Oeste;Seara;D
SC;VALE DAS ÁGUAS;Serra Alta;D
SC;Encantos do Sul SC;Siderópolis;D
SC;Caminho dos Canyons;Sombrio;D
SC;VALE DAS ÁGUAS;Sul Brasil;E
SC;Caminhos do Alto Vale;Taió;D
SC;Vale do Contestado;Tangará;D
SC;Costa Verde & Mar;Tijucas;D
SC;Caminho dos Canyons;Timbé do Sul;D
SC;Vale Europeu;Timbó;D
SC;Vale do Contestado;Timbó Grande;D
SC;Vale do Contestado;Três Barras;D
SC;Encantos do Sul SC;Treviso;E
SC;Encantos do Sul SC;Treze de Maio;E
SC;Vale do Contestado;Treze Tílias;D
SC;Caminhos do Alto Vale;Trombudo Central;D
SC;Encantos do Sul SC;Tubarão;C
SC;Caminho dos Canyons;Turvo;D
SC;VALE DAS ÁGUAS;União do Oeste;E
SC;Serra Catarinense;Urubici;C
SC;Serra Catarinense;Urupema;D
SC;Encantos do Sul SC;Urussanga;D
SC;Vale do Contestado;Vargeão;E
SC;Caminhos do Alto Vale;Vidal Ramos;D
SC;Vale do Contestado;Videira;C
SC;Caminhos do Alto Vale;Vitor Meireles;E
SC;Caminhos do Alto Vale;Witmarsum;E
SC;Grande Oeste;Xanxerê;C
SC;Grande Oeste;Xaxim;D
SC;Vale do Contestado;Zortéa;E
SE;Polo do Velho Chico;Amparo de São Francisco;E
SE;Polo Costa dos Coqueirais;Aracaju;A
SE;Polo Sertão das Águas;Arauá;D
SE;Polo das Serras Sergipanas;Areia Branca;E
SE;Polo Costa dos Coqueirais;Barra dos Coqueiros;D
SE;Polo Sertão das Águas;Boquim;D
SE;Polo Costa dos Coqueirais;Brejo Grande;E
SE;Polo do Velho Chico;Canhoba;E
SE;Polo do Velho Chico;Canindé de São Francisco;D
SE;Polo dos Tabuleiros;Capela;D
SE;Polo do Velho Chico;Cedro de São João;D
SE;Polo Sertão das Águas;Cristinápolis;D
SE;Polo dos Tabuleiros;Divina Pastora;E
SE;Polo Costa dos Coqueirais;Estância;C
SE;Polo das Serras Sergipanas;Frei Paulo;D
SE;Polo do Velho Chico;Gararu;D
SE;Polo do Velho Chico;Ilha das Flores;E
SE;Polo Costa dos Coqueirais;Indiaroba;E
SE;Polo das Serras Sergipanas;Itabaiana;C
SE;Polo Sertão das Águas;Itabaianinha;D
SE;Polo do Velho Chico;Itabi;D
SE;Polo Costa dos Coqueirais;Itaporanga d'Ajuda;D
SE;Polo dos Tabuleiros;Japaratuba;D
SE;Polo do Velho Chico;Japoatã;D
SE;Polo Sertão das Águas;Lagarto;D
SE;Polo Costa dos Coqueirais;Laranjeiras;D
SE;Polo das Serras Sergipanas;Macambira;D
SE;Polo do Velho Chico;Monte Alegre de Sergipe;E
SE;Polo dos Tabuleiros;Muribeca;E
SE;Polo do Velho Chico;Neópolis;D
SE;Polo do Velho Chico;Nossa Senhora da Glória;D
SE;Polo dos Tabuleiros;Nossa Senhora das Dores;D
SE;Polo do Velho Chico;Nossa Senhora de Lourdes;D
SE;Polo Costa dos Coqueirais;Nossa Senhora do Socorro;C
SE;Polo Costa dos Coqueirais;Pacatuba;D
SE;Polo das Serras Sergipanas;Pedra Mole;E
SE;Polo Sertão das Águas;Pedrinhas;D
SE;Polo Costa dos Coqueirais;Pirambu;D
SE;Polo do Velho Chico;Poço Redondo;E
SE;Polo do Velho Chico;Porto da Folha;D
SE;Polo do Velho Chico;Propriá;D
SE;Polo Sertão das Águas;Riachão do Dantas;E
SE;Polo dos Tabuleiros;Riachuelo;E
SE;Polo das Serras Sergipanas;Ribeirópolis;D
SE;Polo dos Tabuleiros;Rosário do Catete;D
SE;Polo Sertão das Águas;Salgado;D
SE;Polo Costa dos Coqueirais;Santa Luzia do Itanhy;E
SE;Polo dos Tabuleiros;SANTA ROSA DE LIMA;E
SE;Polo Costa dos Coqueirais;Santo Amaro das Brotas;D
SE;Polo Costa dos Coqueirais;São Cristóvão;D
SE;Polo das Serras Sergipanas;São Domingos;E
SE;Polo dos Tabuleiros;SÃO FRANCISCO;E
SE;Polo das Serras Sergipanas;São Miguel do Aleixo;D
SE;Polo Sertão das Águas;Simão Dias;D
SE;Polo dos Tabuleiros;Siriri;D
SE;Polo do Velho Chico;Telha;D
SE;Polo Sertão das Águas;Tobias Barreto;C
SE;Polo Sertão das Águas;Umbaúba;D
SP;Águas do Oeste;Adamantina;C
SP;Coração do Tietê;Adolfo;D
SP;Mogiana Paulista;Águas da Prata;D
SP;Águas e Flores Paulista;Águas de Lindóia;B
SP;Coração Paulista;Águas de Santa Bárbara;C
SP;Serra do Itaqueri;Águas de São Pedro;C
SP;Coração Paulista;Agudos;D
SP;Alta Mogiana;Altinópolis;D
SP;Tietê Vivo;Alto Alegre;E
SP;Bem Viver;Americana;C
SP;Centro Paulista;Américo Brasiliense;E
SP;Águas e Flores Paulista;Amparo;C
SP;Serra do Itaqueri;Analândia;D
SP;Tietê Vivo;Andradina;C
SP;Roteiro Fogão e Viola;Angatuba;D
SP;Pólo Turístico Cuesta;Anhembi;D
SP;Fé;Aparecida;A
SP;Cavernas da Mata Atlântica;Apiaí;D
SP;Roteiro dos Bandeirantes;Araçariguama;D
SP;Tietê Vivo;Araçatuba;B
SP;História & Aventuras;Araçoiaba da Serra;D
SP;Lagos do Rio Grande;Aramina;D
SP;VALE HISTÓRICO;Arapeí;E
SP;Centro Paulista;Araraquara;B
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Araras;C
SP;Circuito do Interior;Arco-Íris;E
SP;Caminhos do Tietê;Arealva;D
SP;VALE HISTÓRICO;Areias;D
SP;Pólo Turístico Cuesta;Areiópolis;E
SP;TRILHOS E TRILHAS DA BAIXAMOGIANA;Artur Nogueira;D
SP;Nascentes do Tietê;Arujá;C
SP;Entre Rios;Aspásia;D
SP;ENCANTOS VALE DO PARANAPANEMA;Assis;C
SP;Circuito das Frutas;Atibaia;B
SP;Coração Paulista;Avaí;D
SP;Pólo Turístico Cuesta;Avaré;B
SP;Águas, Cultura e Negócios;Bálsamo;D
SP;VALE HISTÓRICO;Bananal;C
SP;Verde Sudoeste Paulista;Barão de Antonina;E
SP;Caminhos do Tietê;Barra Bonita;C
SP;Cavernas da Mata Atlântica;Barra do Chapéu;E
SP;Cavernas da Mata Atlântica;Barra do Turvo;D
SP;Águas Sertanejas;Barretos;B
SP;Caminhos da Mogiana;Barrinha;D
SP;Negócios e Cultura;Barueri;C
SP;Lagos do Rio Grande;Batatais;C
SP;Coração Paulista;Bauru;B
SP;Águas Sertanejas;Bebedouro;C
SP;Vertente das Águas Limpas;Bernardino de Campos;D
SP;Costa da Mata Atlântica;Bertioga;B
SP;Tietê Vivo;Birigui;C
SP;Nascentes do Tietê;Biritiba-Mirim;D
SP;Centro Paulista;Boa Esperança do Sul;D
SP;Caminhos do Tietê;Bocaina;D
SP;Pólo Turístico Cuesta;Bofete;D
SP;Raízes do Interior Paulista;Boituva;C
SP;Entre Serras e Águas;Bom Jesus dos Perdões;D
SP;Verde Sudoeste Paulista;Bom Sucesso de Itararé;E
SP;Centro Paulista;Borborema;D
SP;Pólo Turístico Cuesta;Botucatu;C
SP;Entre Serras e Águas;Bragança Paulista;C
SP;Alta Mogiana;Brodowski;D
SP;Serra do Itaqueri;Brotas;C
SP;Tietê Vivo;Buritama;D
SP;Roteiro dos Bandeirantes;Cabreúva;C
SP;Rios do Vale;Caçapava;C
SP;Fé;Cachoeira Paulista;C
SP;VALES DO RIO PARDO;Caconde;C
SP;Coração Paulista;Cafelândia;D
SP;Sol do Oeste;Caiabu;E
SP;Negócios e Cultura;Caieiras;D
SP;Negócios e Cultura;Cajamar;D
SP;Cavernas da Mata Atlântica;Cajati;D
SP;Águas Sertanejas;Cajobi;D
SP;Alta Mogiana;Cajuru;D
SP;Roteiro Fogão e Viola;Campina do Monte Alegre;D
SP;Bem Viver;Campinas;A
SP;MANTIQUEIRA PAULISTA;Campos do Jordão;A
SP;ENCANTOS VALE DO PARANAPANEMA;Campos Novos Paulista;D
SP;Lagamar;Cananéia;C
SP;Fé;Canas;E
SP;ENCANTOS VALE DO PARANAPANEMA;Cândido Mota;D
SP;Vertente das Águas Limpas;Canitar;E
SP;Verde Sudoeste Paulista;Capão Bonito;D
SP;História & Aventuras;Capela do Alto;D
SP;Litoral Norte de São Paulo;Caraguatatuba;B
SP;Negócios e Cultura;Carapicuíba;D
SP;MARAVILHAS  DO RIO GRANDE;Cardoso;C
SP;Mogiana Paulista;Casa Branca;D
SP;Alta Mogiana;Cássia dos Coqueiros;D
SP;Tietê Vivo;Castilho;D
SP;Águas, Cultura e Negócios;Catanduva;C
SP;Águas, Cultura e Negócios;Catiguá;E
